,Train File,ID
121,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_86_pos.tif,86
310,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/88_neg.tif,88
188,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_88_neg.tif,88
328,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_88_neg.tif,88
346,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_88_neg.tif,88
281,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/90_pos.tif,90
111,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_90_pos.tif,90
141,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_90_pos.tif,90
174,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_90_pos.tif,90
177,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/91_neg.tif,91
334,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_91_neg.tif,91
292,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_91_neg.tif,91
83,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_91_neg.tif,91
126,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/92_neg.tif,92
44,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_92_neg.tif,92
180,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_92_neg.tif,92
69,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_92_neg.tif,92
269,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/94_neg.tif,94
70,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_94_neg.tif,94
297,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_94_neg.tif,94
342,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_94_neg.tif,94
122,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/95_neg.tif,95
225,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_95_neg.tif,95
45,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_95_neg.tif,95
207,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_95_neg.tif,95
181,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/96_neg.tif,96
112,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_96_neg.tif,96
81,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_96_neg.tif,96
229,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_96_neg.tif,96
144,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/97_pos.tif,97
67,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_97_pos.tif,97
217,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_97_pos.tif,97
203,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_97_pos.tif,97
253,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/98_neg.tif,98
262,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_98_neg.tif,98
227,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_98_neg.tif,98
49,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_98_neg.tif,98
161,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/99_neg.tif,99
91,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_99_neg.tif,99
359,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_99_neg.tif,99
117,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_99_neg.tif,99
234,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/101_neg.tif,101
257,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_101_neg.tif,101
87,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_101_neg.tif,101
248,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_101_neg.tif,101
293,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/102_neg.tif,102
286,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_102_neg.tif,102
135,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_102_neg.tif,102
152,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_102_neg.tif,102
154,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/103_neg.tif,103
176,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_103_neg.tif,103
75,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_103_neg.tif,103
56,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_103_neg.tif,103
356,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/104_neg.tif,104
279,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_104_neg.tif,104
300,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_104_neg.tif,104
98,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_104_neg.tif,104
100,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/106_neg.tif,106
241,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_106_neg.tif,106
222,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_106_neg.tif,106
320,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_106_neg.tif,106
256,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/107_neg.tif,107
254,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_107_neg.tif,107
52,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_107_neg.tif,107
34,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_107_neg.tif,107
23,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/108_neg.tif,108
270,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_108_neg.tif,108
21,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_108_neg.tif,108
326,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_108_neg.tif,108
169,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/111_neg.tif,111
92,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_111_neg.tif,111
41,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_111_neg.tif,111
348,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_111_neg.tif,111
314,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/112_neg.tif,112
178,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_112_neg.tif,112
172,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_112_neg.tif,112
183,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_112_neg.tif,112
39,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/113_pos.tif,113
155,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_113_pos.tif,113
357,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_113_pos.tif,113
276,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_113_pos.tif,113
107,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/114_pos.tif,114
36,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_114_pos.tif,114
68,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_114_pos.tif,114
247,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_114_pos.tif,114
273,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/115_neg.tif,115
206,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_115_neg.tif,115
27,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_115_neg.tif,115
16,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_115_neg.tif,115
175,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/116_neg.tif,116
306,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_116_neg.tif,116
115,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_116_neg.tif,116
221,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_116_neg.tif,116
